Locality,Latitude,Longitude,Unit,Plane Type,strike,dip,altitude (m)
5-3-19-11,32.961479,103.016545,Tr,Bedding,86,50,3632.574982
5-3-19-11,32.964784,103.01363,Tr,Bedding,58,43,3621.223899
5-3-19-11,32.964898,103.008627,Tr,Bedding,356,60,3569.975592
5-3-19-11,32.965077,103.008595,Tr,Bedding,1,41,3574.620402
5-3-19-11,32.965085,103.008546,Tr,Bedding,350,45,3572.922749
5-3-19-12,32.967732,103.008636,Fault,Fault,255,51,3590.991846
5-3-19-12,32.967686,103.008648,Tr,Bedding,68,51,3589.236016
5-3-19-12,32.967751,103.00864,Fault,Fault,259,50,3588.841792
5-3-19-12,32.967793,103.008596,Tr,Bedding,62,46,3588.247213
5-3-19-12,32.969267,103.003413,Tr,Bedding,43,55,3573.777618
5-3-19-12,32.970097,103.001954,Tr,Bedding,207,42,3574.392297
5-3-19-12,32.970085,103.001979,Tr,Bedding,195,51,3574.646271
5-3-19-13,32.969906,103.08213,Tr,Bedding,64,30,3513.76138
5-3-19-13,32.969873,103.082159,Tr,Bedding,63,37,3512.376767
5-3-19-13,32.972276,103.064539,Tr,Bedding,138,73,3542.627228
5-3-19-13,32.972284,103.064509,Tr,Bedding,140,73,3544.911652
5-3-19-13,32.968785,103.061676,Tr,Bedding,315,57,3568.081669
5-3-19-13,32.968765,103.061693,Tr,Bedding,299,60,3568.415666
5-3-19-13,32.968202,103.055526,Tr,Bedding,255,68,3595.338477
5-3-19-13,32.968338,103.055425,Tr,Bedding,272,71,3591.931892
5-3-19-13,32.966841,103.051443,Tr,Bedding,237,84,3599.561786
5-3-19-13,32.966922,103.051459,Tr,Bedding,272,80,3598.236393
5-3-19-13,32.967022,103.051513,Tr,Bedding,75,88,3598.271064
5-3-19-13,32.965011,103.050717,Tr,Bedding,115,82,3609.62977
5-3-19-13,32.970692,103.01125,Tr,Bedding,118,40,3611.906142
5-3-19-13,32.970946,103.011178,Fault,Fault,257,68,3613.412872
5-3-19-13,32.970925,103.011204,Fault,Fault,271,69,3615.220272
5-3-19-13,32.97091,103.01119,Fault,Fault,249,59,3614.263458
5-3-19-13,32.97091,103.011203,Fault,Fault,261,67,3615.712433
5-3-19-13,32.970967,103.01119,Tr,Bedding,96,42,3613.303497
5-3-19-14,32.935608,103.181086,Tr,Overturned bedding,220,83,3561.787302
5-3-19-14,32.935616,103.181139,Fault,Fault,205,78,3562.267785
5-3-19-14,32.935618,103.181125,Fault,Fault,201,81,3562.216512
5-3-19-14,32.935639,103.181137,Fault,Fault,194,82,3562.348389
5-3-19-14,32.93564,103.181099,Tr,Bedding,227,89,3563.486437
5-3-19-14,32.942662,103.136081,Tr,Bedding,240,25,3562.89505
5-3-19-14,32.964565,103.104508,Tr,Bedding,57,34,3528.107697
5-3-19-14,32.962907,103.099702,Tr,Bedding,69,29,3538.827282
5-3-19-15,32.903146,103.232229,Fault,Fault,60,82,3639.003044
5-3-19-15,32.903146,103.232229,Fault,Fault,71,80,3639.003044
5-3-19-15,32.903142,103.232222,Fault,Fault,67,80,3638.683752
5-3-19-15,32.903163,103.232126,Tr,Bedding,178,80,3639.488937
5-3-19-15,32.903236,103.232103,Fault,Fault,47,87,3638.760864
5-3-19-15,32.903213,103.232138,Fault,Fault,239,60,3638.249639
5-3-19-15,32.903165,103.232162,Fault,Fault,50,75,3636.75338
5-3-19-15,32.903168,103.232134,Tr,Bedding,183,83,3634.626046
5-3-19-15,32.903067,103.230629,Tr,Bedding,10,38,3632.813002
5-3-19-15,32.911526,103.22491,Tr,Bedding,45,49,3624.380352
5-3-19-15,32.915062,103.219145,Tr,Bedding,45,63,3610.147898
5-3-19-15,32.91688,103.2158,Tr,Bedding,36,41,3598.378769
5-3-19-16,32.904853,103.236646,Tr,Bedding,91,33,3657.990226
5-3-19-17,32.915723,103.250885,Tr,Bedding,271,32,3690.283253
5-3-19-17,32.913972,103.246969,Tr,Bedding,293,50,3673.882553
5-3-19-17,32.91364,103.24651,Tr,Bedding,317,71,3670.729472
5-3-19-17,32.912548,103.245105,Tr,Bedding,320,83,3664.409326
5-3-19-17,32.912518,103.245107,Tr,Bedding,165,69,3665.733312
5-3-19-17,32.910887,103.241203,Tr,Bedding,290,73,3668.074268
5-3-19-17,32.91057,103.240631,Tr,Bedding,279,55,3664.306654
5-3-19-18,32.929139,103.27717,Tr,Bedding,97,73,3792.460987
5-3-19-18,32.924162,103.270846,Tr,Bedding,94,74,3808.790577
5-3-19-18,32.911946,103.258666,Fault,Fault,302,79,3767.572315
5-3-19-18,32.911766,103.258553,Fault,Fault,353,84,3782.476765
5-3-19-18,32.911707,103.258481,Fault,Fault,342,89,3778.557075
5-3-19-18,32.911712,103.258504,Fault,Fault,336,86,3780.275624
5-3-19-18,32.911716,103.25847,Fault,Fault,24,84,3779.420566
5-3-19-18,32.911678,103.258383,Fault,Fault,347,74,3779.898249
5-3-19-18,32.911678,103.258383,Fault,Fault,345,74,3779.996266
5-3-19-18,32.911678,103.258383,Fault,Fault,352,77,3779.823833
5-3-19-18,32.91159,103.258311,Fault,Fault,322,80,3776.572934
5-3-19-18,32.91151,103.257956,Tr,Bedding,278,45,3773.528507
5-3-19-18,32.911715,103.257278,Tr,Bedding,203,89,3771.590482
5-3-19-18,32.911767,103.257175,Fault,Fault,193,75,3775.113975
5-3-19-18,32.911767,103.257175,Fault,Fault,200,85,3775.113975
5-3-19-18,32.911756,103.257177,Fault,Fault,202,65,3769.772384
5-3-19-18,32.912074,103.254958,Tr,Bedding,243,62,3750.049626
5-4-19-1,32.905377,103.456755,Tr,Bedding,55,66,3385.599854
5-4-19-1,32.905411,103.456747,Tr,Bedding,53,80,3386.206543
5-4-19-1,32.905411,103.456738,Tr,Bedding,234,80,3392.417236
5-4-19-1,32.905392,103.456743,Tr,Bedding,65,74,3396.671387
5-4-19-1,32.905385,103.456735,Fault,Fault,73,40,3389.082764
5-4-19-1,32.905386,103.456777,Fault,Fault,80,51,3395.663818
5-4-19-1,32.905395,103.456774,Fault,Fault,49,85,3393.462646
5-4-19-1,32.905406,103.456784,Tr,Bedding,218,84,3405.518481
5-4-19-1,32.905451,103.456791,Tr,Bedding,224,83,3398.442978
5-4-19-1,32.905386,103.456801,Fault,Fault,226,63,3391.80037
5-4-19-1,32.905352,103.456813,Fault,Fault,231,80,3393.634033
5-4-19-1,32.905342,103.456845,Tr,Bedding,53,72,3394.194267
5-4-19-1,32.905355,103.456887,Fault,Fault,49,62,3400.728027
5-4-19-1,32.90536,103.456872,Fault,Fault,217,84,3401.512958
5-4-19-1,32.905378,103.456923,Tr,Bedding,36,84,3401.789377
5-4-19-1,32.905378,103.456923,Tr,Bedding,43,77,3401.789377
5-4-19-1,32.90533,103.456858,Fault,Fault,216,74,3398.994873
5-4-19-1,32.90533,103.456858,Fault,Fault,214,63,3398.994873
5-4-19-1,32.905342,103.456899,Tr,Bedding,42,69,3402.539062
5-4-19-1,32.905291,103.456903,Tr,Bedding,225,82,3397.520944
5-4-19-1,32.905343,103.456896,Fault,Fault,51,48,3403.367704
5-4-19-1,32.905328,103.456934,Tr,Bedding,235,88,3400.254456
5-4-19-1,32.905279,103.45698,Tr,Bedding,63,61,3401.263887
5-4-19-1,32.905252,103.457057,Tr,Bedding,43,58,3407.933193
5-4-19-1,32.905339,103.457048,Fault,Fault,46,79,3391.202236
5-4-19-1,32.905242,103.457047,Fault,Fault,53,76,3409.693728
5-4-19-1,32.905228,103.457039,Fault,Fault,316,77,3409.108081
5-4-19-1,32.905186,103.457084,Tr,Bedding,52,71,3404.259232
5-4-19-1,32.905161,103.457213,Tr,Bedding,51,74,3405.15417
5-4-19-1,32.905111,103.457206,Tr,Bedding,232,87,3403.508637
5-4-19-1,32.904956,103.45748,Tr,Bedding,234,86,3397.968714
5-4-19-1,32.90496,103.457489,Tr,Bedding,231,85,3396.829719
5-4-19-2,32.930191,103.427311,Tr,Bedding,276,52,3535.832764
5-4-19-2,32.930191,103.427311,Tr,Bedding,120,78,3535.832764
5-4-19-2,32.930002,103.427389,Tr,Bedding,88,88,3519.974609
5-4-19-2,32.91788,103.441654,Tr,Bedding,249,55,3492.925126
5-4-19-2,32.91788,103.44166,Fault,Fault,265,82,3493.498704
5-4-19-2,32.917883,103.441676,Tr,Bedding,252,72,3493.746338
5-4-19-2,32.917879,103.441662,Fault,Fault,253,63,3498.733154
5-4-19-2,32.917957,103.441711,Fault,Fault,248,85,3503.635986
5-4-19-2,32.917904,103.441649,Tr,Bedding,254,62,3493.846436
5-4-19-2,32.917883,103.441624,Fault,Fault,71,83,3491.915527
5-4-19-2,32.91802,103.441566,Tr,Bedding,239,71,3488.246094
5-4-19-2,32.918088,103.441581,Tr,Bedding,248,66,3498.5979
5-4-19-2,32.917982,103.441578,Fault,Fault,243,81,3513.885742
5-4-19-2,32.918061,103.441536,Fault,Fault,253,83,3483.605731
5-4-19-2,32.918089,103.441511,Tr,Bedding,259,81,3483.467906
5-4-19-2,32.918268,103.441571,Tr,Bedding,260,68,3497.141584
5-4-19-2,32.918309,103.441549,Tr,Bedding,254,70,3496.969444
5-4-19-2,32.918324,103.441557,Tr,Bedding,237,88,3497.982115
5-4-19-2,32.918339,103.441544,Tr,Bedding,72,89,3496.953613
5-4-19-2,32.918358,103.441501,Tr,Bedding,250,74,3493.943604
5-4-19-2,32.91846,103.441505,Tr,Bedding,71,61,3491.341553
5-4-19-2,32.918118,103.441452,Fault,Fault,198,68,3498.127686
5-4-19-2,32.91812,103.441383,Fault,Fault,210,73,3489.376221
5-4-19-2,32.91809,103.44151,Fault,Fault,77,82,3504.60791
5-4-19-2,32.918081,103.44153,Tr,Bedding,247,73,3499.386137
5-4-19-3,32.928064,103.376663,Fault,Fault,358,79,3568.270449
5-4-19-3,32.928086,103.376725,Fault,Fault,342,89,3569.751247
5-4-19-3,32.928115,103.3768,Fault,Fault,162,76,3565.577191
5-4-19-3,32.928106,103.376792,Fault,Fault,168,69,3568.273868
5-4-19-3,32.928102,103.376788,Fault,Fault,165,78,3567.147804
5-4-19-3,32.928028,103.376797,Fault,Fault,170,73,3564.285183
5-4-19-3,32.928175,103.376738,Fault,Fault,175,73,3569.844021
5-4-19-3,32.928136,103.376766,Tr,Bedding,171,76,3570.713417
5-4-19-3,32.928131,103.376762,Tr,Cleavage,156,66,3569.465551
5-4-19-3,32.928256,103.376722,Fault,Fault,169,81,3568.580572
5-4-19-3,32.928115,103.376619,Tr,Bedding,141,82,3566.004421
5-4-19-3,32.928116,103.376587,Tr,Bedding,154,76,3568.367461
5-4-19-3,32.927987,103.376594,Tr,Bedding,158,77,3547.589626
5-4-19-4,32.951699,103.348837,Tr,Bedding,121,62,3784.982127
5-4-19-4,32.951679,103.348886,Tr,Bedding,129,50,3783.586082
5-4-19-5,32.953007,103.336902,Tr,Bedding,108,56,3849.850124
5-4-19-5,32.953086,103.336905,Fault,Fault,1,36,3841.001776
5-4-19-5,32.953117,103.336848,Fault,Fault,322,56,3847.168484
5-4-19-5,32.953117,103.336848,Fault,Fault,329,49,3847.168484
5-4-19-5,32.953117,103.336848,Fault,Fault,339,56,3847.168484
5-4-19-5,32.953077,103.336934,Fault,Fault,350,44,3849.167966
5-4-19-5,32.953057,103.33696,Fault,Fault,347,53,3849.880886
5-4-19-5,32.953057,103.33696,Fault,Fault,1,49,3849.880886
5-4-19-5,32.953069,103.336985,Fault,Fault,353,48,3842.310085
5-4-19-5,32.953027,103.336915,Fault,Fault,333,76,3854.631863
5-4-19-5,32.953103,103.336916,Tr,Bedding,125,63,3855.930202
5-4-19-5,32.95307,103.337687,Tr,Bedding,107,51,3836.263064
5-4-19-6,32.927266,103.318216,Tr,Bedding,327,84,3864.553667
5-4-19-6,32.927266,103.318216,Tr,Bedding,339,64,3864.553667
5-4-19-6,32.927266,103.318216,Tr,Bedding,139,77,3864.553667
5-4-19-6,32.927282,103.3182,Fault,Fault,336,69,3863.835476
5-4-19-6,32.927208,103.31834,Fault,Fault,316,82,3879.882351
5-4-19-6,32.927378,103.318277,Tr,Bedding,111,67,3868.837519
5-4-19-6,32.927393,103.318283,Tr,Bedding,113,78,3865.470261
5-4-19-6,32.927447,103.318313,Fault,Fault,112,86,3866.785671
5-4-19-6,32.9275,103.318323,Tr,Bedding,323,88,3864.212917
5-4-19-6,32.9275,103.318323,Fault,Fault,143,75,3864.212917
5-4-19-6,32.92747,103.31839,Fault,Fault,135,85,3865.630779
5-4-19-6,32.927468,103.318386,Fault,Fault,138,82,3866.492158
5-4-19-6,32.927507,103.318395,Fault,Fault,325,82,3864.178249
5-4-19-6,32.927507,103.318395,Fault,Fault,311,72,3864.178249
5-4-19-6,32.927533,103.318352,Fault,Fault,134,89,3857.414577
5-4-19-6,32.927414,103.318491,Fault,Fault,146,59,3864.162415
5-4-19-6,32.927396,103.318487,Fault,Fault,133,50,3864.584499
5-4-19-6,32.926953,103.318277,Tr,Bedding,136,81,3849.401029
5-4-19-7,32.930727,103.296888,Tr,Bedding,219,60,3801.18712
5-4-19-7,32.924461,103.303499,Tr,Bedding,315,56,3827.493171
5-4-19-7,32.924551,103.303718,Tr,Bedding,301,61,3834.729031
5-4-19-7,32.923151,103.307736,Tr,Bedding,177,70,3863.559109
5-4-19-7,32.922737,103.307958,Tr,Bedding,342,76,3839.901905
5-4-19-7,32.923235,103.308567,Tr,Bedding,159,46,3838.765675
5-4-19-7,32.924325,103.302806,Tr,Bedding,262,37,3812.969776
5-4-19-8,33.010804,103.353622,Tr,Bedding,358,70,3791.79446
5-4-19-8,33.010804,103.353622,Tr,Bedding,6,54,3791.79446
5-4-19-8,33.010856,103.353715,Tr,Cleavage,188,81,3803.200129
5-4-19-8,33.010856,103.353715,Tr,Cleavage,186,89,3803.200129
5-4-19-8,33.010856,103.353715,Tr,Bedding,176,70,3803.200129
5-4-19-8,33.010996,103.353358,Tr,Bedding,347,58,3803.672068
5-4-19-8,33.011171,103.353254,Tr,Bedding,9,65,3802.57282
5-12-19-1,33.105123,103.709643,P,Bedding,51,83,3085.190456
5-12-19-1,33.105116,103.709617,P,Bedding,191,80,3085.801472
5-12-19-2,33.107744,103.709616,Fault,Fault,238,77,3083.239281
5-12-19-2,33.10768,103.709639,P,Bedding,195,85,3080.846661
5-12-19-2,33.107696,103.709695,P,Bedding,10,89,3073.553978
5-12-19-3,33.128522,103.7191,P,Bedding,262,64,3030.094585
5-12-19-3,33.12844,103.719034,P,Bedding,265,63,3029.153423
5-12-19-3,33.128346,103.719087,Fault,Fault,121,67,3036.493755
5-12-19-3,33.128329,103.719031,Fault,Fault,109,69,3034.533062
5-12-19-3,33.128329,103.718975,Fault,Fault,267,68,3036.844585
5-12-19-3,33.128451,103.719136,Fault,Fault,289,77,3038.068218
5-12-19-3,33.126821,103.717509,Fault,Fault,305,51,3035.388206
5-12-19-3,33.126817,103.717421,Fault,Fault,292,56,3032.229759
5-12-19-3,33.126708,103.717433,P,Bedding,331,64,3036.696068
5-12-19-3,33.126717,103.717435,P,Bedding,322,52,3036.047386
5-12-19-3,33.126731,103.717477,P,Bedding,304,57,3035.697289
5-12-19-4,33.135221,103.725892,Fault,Fault,22,53,3038.27354
5-12-19-4,33.135221,103.725892,P,Bedding,201,41,3038.27354
5-12-19-4,33.135232,103.725852,Fault,Fault,23,54,3035.463726
5-12-19-4,33.135294,103.725909,P,Bedding,203,54,3033.090679
5-12-19-4,33.13523,103.725963,P,Bedding,198,38,3025.545435
5-12-19-5,33.142374,103.72853,P,Overturned bedding,63,86,3027.856304
5-12-19-5,33.141925,103.728448,P,Overturned bedding,50,78,3027.249859
5-12-19-5,33.141949,103.728447,P,Overturned bedding,48,83,3027.367535
5-12-19-6,33.146586,103.725775,Tr,Overturned bedding,47,74,3004.171246
5-12-19-6,33.153783,103.734973,Tr,Overturned bedding,45,67,3031.080181
5-12-19-6,33.14365,103.726077,Tr,Overturned bedding,46,79,3017.338238
5-12-19-6,33.1436,103.726019,Tr,Overturned bedding,56,83,3023.859234
5-12-19-7,33.157644,103.717695,Tr,Bedding,9,63,2915.284283
5-12-19-7,33.157644,103.717695,Tr,Bedding,359,59,2915.649517
5-12-19-7,33.162538,103.723913,Tr,Bedding,173,67,2920.849957
5-12-19-7,33.162433,103.724008,Tr,Bedding,182,82,2920.426617
5-12-19-8,33.189526,103.73965,C,Bedding,307,58,2806.854351
5-12-19-8,33.173064,103.726635,Tr,Bedding,86,28,2908.639996
5-12-19-8,33.173082,103.726675,Tr,Bedding,55,46,2907.235943
5-12-19-8,33.173069,103.726718,Tr,Bedding,101,17,2909.895123
5-12-19-8,33.173004,103.726678,Tr,Bedding,61,33,2904.203847
5-12-19-9,33.26987,103.780371,C,Bedding,337,54,2533.712425
5-12-19-9,33.254759,103.759463,Fault,Fault,328,38,2664.530721
5-12-19-9,33.25476,103.759449,Tr,Bedding,292,45,2663.9324
5-12-19-9,33.254699,103.759435,Fault,Fault,24,66,2663.015892
5-12-19-9,33.25476,103.759421,Fault,Fault,40,59,2658.248558
5-12-19-9,33.25476,103.759421,Fault,Fault,43,61,2658.248558
5-12-19-9,33.254777,103.759447,Fault,Fault,41,58,2661.688988
5-12-19-9,33.25475,103.759433,Fault,Fault,50,79,2661.831565
5-12-19-9,33.254747,103.759432,Fault,Fault,55,75,2661.715383
5-12-19-9,33.254733,103.759408,Fault,Fault,49,76,2667.176048
5-12-19-9,33.254732,103.759405,Fault,Fault,323,34,2667.425072
5-12-19-9,33.254742,103.759409,Tr,Bedding,295,43,2666.465355
5-12-19-9,33.255958,103.759056,Fault,Fault,335,76,2665.421654
5-12-19-9,33.256016,103.759018,Tr,Bedding,84,68,2661.767086
5-12-19-9,33.256056,103.758988,Fault,Fault,303,69,2662.078436
5-12-19-9,33.256047,103.758964,Fault,Fault,325,46,2665.986829
5-12-19-9,33.256047,103.758964,Fault,Fault,288,81,2665.986829
5-12-19-9,33.256047,103.758964,Fault,Fault,301,71,2665.986829
5-12-19-9,33.255991,103.758857,Fault,Fault,330,51,2655.809837
5-12-19-9,33.256115,103.759061,C,Bedding,343,33,2666.464134
5-12-19-9,33.256081,103.759012,C,Bedding,339,50,2662.566185
5-12-19-10,33.308306,103.813685,Tr,Bedding,31,68,2191.246281
5-12-19-10,33.308412,103.813587,Tr,Bedding,190,89,2207.654932
5-12-19-10,33.308416,103.813596,Tr,Bedding,191,73,2207.404585
5-12-19-10,33.308534,103.813527,Tr,Bedding,34,86,2209.793888
5-12-19-11,33.304696,103.812401,Fault,Fault,88,31,2309.040714
5-12-19-11,33.3047,103.812317,Fault,Fault,139,69,2292.708439
5-12-19-11,33.3047,103.812317,Fault,Fault,127,55,2292.708439
5-12-19-11,33.304698,103.812318,Fault,Fault,151,66,2294.128117
5-12-19-11,33.304693,103.812328,Fault,Fault,153,25,2294.888859
5-12-19-11,33.304674,103.812276,Fault,Fault,152,25,2287.354435
5-12-19-11,33.304554,103.812357,Tr,Bedding,244,56,2284.85297
5-12-19-11,33.304679,103.812296,Tr,Bedding,267,44,2284.167179
5-12-19-11,33.306274,103.811028,Tr,Bedding,127,22,2276.744816
5-12-19-11,33.306363,103.810956,Tr,Bedding,137,33,2278.668156
5-12-19-11,33.306276,103.811091,Tr,Bedding,120,31,2274.988468
5-12-19-11,33.307065,103.810171,Fault,Fault,305,87,2265.698673
5-12-19-11,33.307052,103.810105,Fault,Fault,299,85,2265.157169
5-12-19-11,33.307047,103.810109,Fault,Fault,296,88,2269.345646
5-12-19-11,33.307024,103.81009,Tr,Bedding,177,60,2255.333683
5-12-19-11,33.30702,103.810465,Fault,Fault,249,53,2265.525122
5-12-19-11,33.30702,103.810446,Fault,Fault,253,64,2251.871232
5-12-19-11,33.307013,103.810447,Fault,Fault,258,64,2251.881594
5-12-19-11,33.306964,103.810528,Tr,Bedding,222,76,2252.953064
5-12-19-11,33.300365,103.793444,C,Bedding,199,62,2291.843529
5-12-19-12,33.309444,103.824998,Fault,Fault,312,89,2189.150089
5-12-19-12,33.309241,103.824705,Fault,Fault,222,63,2185.89423
5-12-19-12,33.309239,103.824683,Fault,Fault,232,70,2184.468693
5-12-19-12,33.309347,103.824628,Tr,Bedding,59,56,2181.05463
5-12-19-12,33.309358,103.824776,Fault,Fault,67,86,2190.634953
5-12-19-12,33.309365,103.824777,Fault,Fault,63,85,2188.968204
5-12-19-12,33.309363,103.82477,Fault,Fault,64,78,2184.52631
5-12-19-12,33.309373,103.82479,Fault,Fault,60,85,2184.671574
5-12-19-12,33.309377,103.824802,Fault,Fault,68,71,2188.122501
5-12-19-12,33.309482,103.824888,Fault,Fault,121,86,2186.823673
